source_system,source_code,source_term,suggested_icd_name,confidence_score,justification
"Unani","F-90.8","Maghṣ Thuflī","K70, Constipation","90%","The Unani term 'Maghṣ Thuflī' describes tenesmus due to impacted, dry feces, directly correlating with the ICD-11 definition of constipation (K70), which encompasses symptoms like difficult or infrequent bowel movements and associated pain."
"Unani","F-90.9","Maghṣ Dīdānī","K52.9, Intestinal helminthiasis, unspecified","95%","The Unani term 'Maghṣ Dīdānī' explicitly describes helminthic tenesmus, a condition of gripping pain due to worm infestation, directly corresponding to the ICD-11 category K52.9, encompassing unspecified intestinal helminthiasis."
"Unani","F-91.1","Nafkh-o-Qarāqir Ghidhā’ī","Other specified intestinal gas and bloating","90%","The Unani term 'Nafkh-o-Qarāqir Ghidhā’ī' directly describes abdominal distension (Nafkh) and gurgling (Qarāqir) resulting from food intake, aligning with the ICD-11 category encompassing various forms of intestinal gas and bloating not elsewhere classified."
"Unani","F-91.2","Nafkh-o-Qarāqir A‘ḍā’ī","Other specified functional gastrointestinal disorders","90%","The Unani term 'Nafkh-o-Qarāqir A‘ḍā’ī' describes abdominal distension and gurgling related to other organs, aligning with the broad but encompassing nature of 'Other specified functional gastrointestinal disorders' in ICD-11, which covers various non-specific gastrointestinal symptoms."
"Unani","F-91.3","Nafkh-o-Qarāqir Buḥrānī","Other specified intestinal disorders","90%","The Unani description of abdominal distension (Nafkh) and gurgling sounds (Qarāqir) during a disease crisis points to intestinal symptoms, aligning with the broad category of 'Other specified intestinal disorders' in ICD-11, which includes various non-specific gastrointestinal issues, especially those occurring in the context of another disease."
"Unani","F-92.19","Qūlanj Ṣafrāwī","Acute abdomen, unspecified","90%","The symptoms of 'Qūlanj Ṣafrāwī' – severe colon pain, burning sensation, vomiting, and loose motions – strongly suggest an acute abdominal condition; the bilious aspect is less precise and doesn't necessitate a more specific ICD-11 code."
"Unani","F-92.20","Qūlanj Sawdāwī","K73.1, Intestinal colic","90%","The description of 'Qūlanj Sawdāwī' as severe colon pain with associated symptoms like sour belching and dark stools aligns with the ICD-11 definition of intestinal colic, although the 'black bile' aspect is not directly reflected but can be considered as a humoral explanation for the abdominal pain."
"Unani","F-92.21","Qūlanj Waramī Damawī","K75.9, Unspecified inflammatory bowel disease","80%","The description of 'Qūlanj Waramī Damawī' points to colonic inflammation with pain, fever, and other systemic symptoms, aligning most closely with inflammatory bowel disease (IBD) though a specific type cannot be definitively ascertained from the provided information, thus necessitating the 'unspecified' qualifier."
"Unani","F-92.22","Qūlanj Waramī Ṣafrāwī","K58, Other specified intestinal diseases","90%","The description of 'Qūlanj Waramī Ṣafrāwī' clearly points to intestinal colic (pain) with inflammation, aligning with K58 which encompasses unspecified intestinal disorders, given the bilious nature mentioned is not a definitive, specific ICD-11 category."
"Unani","F-92.23","Qūlanj Waramī Sawdāwī","K58, Other specified diseases of the colon","90%","The description of 'Qūlanj Waramī Sawdāwī' points to colonic inflammation (colitis) with associated pain (colic), aligning with K58 which encompasses unspecified colitides.  While 'melancholic' is not a direct medical term, it suggests underlying systemic issues, fitting within the 'other specified' category of K58."
"Unani","F-92.24","Qūlanj Waramī Balghamī","K58, Other specified intestinal disorders","90%","The description of 'Qūlanj Waramī Balghamī' as intestinal colic with phlegmatic inflammation, including symptoms like pulsating pain, distension, fever, and lethargy, aligns well with the broad category of 'Other specified intestinal disorders' within ICD-11, encompassing conditions not precisely fitting other specific categories.  The 'phlegmatic' element is a humoral concept not directly translatable but the core symptoms match."
"Unani","F-95.1","Ḥayyāt","Intestinal helminthiasis","90%","The Unani term 'Ḥayyāt', describing roundworm infestation in the upper intestine with symptoms like tenesmus, nausea, and worm passage, directly corresponds to the ICD-11 definition of Intestinal helminthiasis, encompassing various roundworm infections."
"Unani","F-95.2","Ḥabb al-Qar‘","B66.0, Taeniasis","95%","The Unani term 'Ḥabb al-Qar‘' explicitly describes taeniasis, a tapeworm infestation, specifically mentioning the presence of tapeworm segments in the stool; this directly maps to ICD-11 code B66.0, Taeniasis."
"Unani","F-95.3","Ṣighār","Enterobiasis","95%","The Unani term 'Ṣighār' (صغار), meaning threadworm infestation with symptoms of anal pruritus and worm excretion in stools, directly corresponds to the ICD-11 definition of Enterobiasis (caused by Enterobius vermicularis)."
"Unani","F-95.4","Mustadīra","B65, Hookworm disease","95%","The Unani term 'Mustadīra' explicitly describes hookworm infestation, its symptoms (increased appetite, weakness, umbilical pain, worm excretion in stool) directly correlate with the clinical presentation of hookworm disease (B65) as defined in ICD-11."
"Unani","F-96.1","Bawāsīr Dāmiya","4C01.1, Hemorrhoids with rectal bleeding","95%","'Bawāsīr Dāmiya' explicitly describes bleeding piles, directly corresponding to the ICD-11 code 4C01.1 which specifically addresses hemorrhoids with the presence of rectal bleeding, aligning with the provided definitions and vernacular term."
"Unani","F-96.2","Bawāsīr ‘Amyā’","K75.9, Other specified diseases of the anus and rectum","90%","The Unani term 'Bawāsīr ‘Amyā' describes non-bleeding piles, aligning with the ICD-11 category K75.9, which encompasses unspecified hemorrhoids; while more specific codes exist, the absence of bleeding makes a more precise categorization impossible without additional clinical details."
"Unani","F-96.3","Bawāsīr Thūlūlī","K71.1, Polyp of rectum and anus","90%","The description 'gram shaped polyps' in the provided Unani term directly refers to rectal or anal polyps, aligning with ICD-11 code K71.1 which specifically classifies polyps of the rectum and anus."
"Unani","F-96.4","Bawāsīr ‘Inabiyya","K70, Hemorrhoids","90%","The description 'grape-shaped polyps' in the definition of Bawāsīr ‘Inabiyya directly corresponds to the visual characteristics of hemorrhoids (K70) as understood within the ICD-11 classification; the grape-like shape is a common description of external hemorrhoids."
"Unani","F-96.5","Bawāsīr Tūtī","K70, Hemorrhoids","90%","The description 'mulberry shaped polyps' in the context of 'Bawāsīr Tūtī' directly points to hemorrhoids, characterized by swollen veins in the anus and rectum, often appearing as protrusions resembling the shape of mulberries.  The Unani term 'Bawāsīr' itself is widely understood to refer to hemorrhoids."
"Unani","F-96.6","Bawāsīr Naffākhī","K70.0, Polyps of the rectum and anus","90%","The description 'bubble-shaped polyps' in the provided Unani term 'Bawāsīr Naffākhī' directly corresponds to the ICD-11 code K70.0, which specifically classifies rectal and anal polyps, matching the morphology described."
"Unani","F-96.7","Bawāsīr Nakhlī","KA10.0-Hemorrhoids","90%","'Bawāsīr Nakhlī' describes polyps with spread vessels resembling date tree roots, aligning with the clinical presentation of hemorrhoids (KA10.0) in ICD-11, which encompasses internal hemorrhoids often manifesting as polypoid lesions."
"Unani","F-96.8","Bawāsīr Tīnī","K70, Polyps of the rectum and anus","90%","The description of 'Bawāsīr Tīnī' as 'fig-shaped polyps' directly points to benign neoplasms of the rectum and anus, specifically polyps, as classified under K70 in ICD-11."
"Unani","F-96.9","Bawāsīr Tamrī","K70.3, Polyps of rectum and anus","90%","The description of 'date-shaped polyps' in the Unani term 'Bawāsīr Tamrī' directly corresponds to the ICD-11 code K70.3, which specifically addresses rectal and anal polyps, matching the morphology described."
"Unani","M-43","Jarayān al-Dam","Disorders of blood vessels", "95%", "The Unani term 'Jarayān al-Dam', meaning hemorrhage or bleeding from blood vessels, directly corresponds to the broad category of 'Disorders of blood vessels' within ICD-11, encompassing various bleeding conditions."
"Unani","L-4.1","Waja‘ al-Mafāṣil Damawī","Gout", "90%", "The description of 'Waja‘ al-Mafāṣil Damawī'—sanguineous arthritis with reddish discoloration, swelling, and severe joint pain—strongly suggests gout, a form of inflammatory arthritis characterized by hyperuricemia and crystal deposition in the joints, often presenting with the described symptoms.  While not a perfect match, gout is the closest ICD-11 category based on the provided symptoms."
"Unani","L-4.2","Waja‘ al-Mafāṣil Ṣafrāwī","RA00.2, Gouty arthritis","90%","The description of 'Waja‘ al-Mafāṣil Ṣafrāwī' as bilious arthritis with yellowish discoloration and severe joint pain points towards gouty arthritis (RA00.2) which often manifests with inflammatory symptoms and skin changes, though a direct bilious link is not explicitly defined in ICD-11."
"Unani","L-4.3","Waja‘ al-Mafāṣil Balghamī","8-S00A, Gouty arthritis","90%","The description of 'Waja‘ al-Mafāṣil Balghamī' as phlegmatic arthritis, with characteristics like joint swelling and pain, particularly in obese patients, closely resembles the clinical presentation of gouty arthritis (8-S00A) in ICD-11, although the etiology differs.  The phlegm imbalance is a humoral concept not directly reflected in ICD-11 but the clinical symptoms align."
"Unani","L-4.4","Waja‘ al-Mafāṣil Sawdāwī","Rheumatoid arthritis","70%","The description of 'Waja‘ al-Mafāṣil Sawdāwī' as pain in multiple joints with skin discoloration and swelling, though attributed to 'black bile' imbalance in Unani, aligns most closely with the clinical presentation of rheumatoid arthritis in ICD-11, despite the differing aetiological frameworks."
"Unani","L-4.5","Waja‘ al-Mafāṣil Murakkab","Rheumatoid arthritis","90%","The Unani description of 'Waja‘ al-Mafāṣil Murakkab' as polyarthritis resulting from deranged humors aligns with the systemic inflammatory nature of rheumatoid arthritis, which affects multiple joints and is linked to immune dysregulation, mirroring the concept of humoral imbalance."
"Unani","L-15.25","Kasr al-Laḥy","8-S00.0 - Fracture of the mandible","95%","The provided Unani term 'Kasr al-Laḥy' explicitly describes a 'jaw bone fracture', which directly corresponds to the ICD-11 code 8-S00.0 for fracture of the mandible (jaw bone).  The vernacular term reinforces this precise meaning."
"Unani","L-15.26","Kasr al-Tarquwa","S02.00-Fracture of clavicle","99%","The provided Unani term 'Kasr al-Tarquwa' and its definition explicitly describe a fracture of the clavicle, which directly maps to the ICD-11 code S02.00 for fracture of the clavicle."
"Unani","L-15.27","Kasr al-Katif","8S001 Fracture of the scapula","99%","The Unani term 'Kasr al-Katif' explicitly describes a fracture of the scapula, which directly maps to the ICD-11 code 8S001 for 'Fracture of the scapula'.  The provided definitions leave no room for ambiguity."
"Unani","L-15.28","Kasr al-Qaṣṣ","Sternal fracture","95%","The provided Unani term 'Kasr al-Qaṣṣ' explicitly describes a 'fracture of the sternum', which directly corresponds to the ICD-11 category encompassing sternal fractures, offering a high degree of certainty in the mapping."
"Unani","L-15.29","Kasr al-Aḍlā‘","S12.0, Fracture of one or more ribs","95%","The Unani term 'Kasr al-Aḍlā‘' explicitly translates to 'fracture of ribs,' directly corresponding to the ICD-11 code S12.0 which encompasses fractures of one or more ribs."
"Unani","L-15.30","Kasr al-Kharzāt","S12.0, Vertebral fracture", "95%", "The Unani term 'Kasr al-Kharzāt' explicitly describes a fracture of the vertebrae, which directly corresponds to the ICD-11 code S12.0, specifying vertebral fractures."
"Unani","L-15.31","Kasr ‘Aẓm al-Kāhil","8S01.0, Fracture of thoracic vertebra", "95%", "The Unani term 'Kasr ‘Aẓm al-Kāhil' explicitly describes a fracture of the upper back vertebrae, which directly corresponds to the ICD-11 code 8S01.0, encompassing fractures of the thoracic vertebrae."
"Unani","L-15.32","Kasr Asfal al-Qaṭan","S12.2, Fracture of lumbar vertebra","95%","The Unani term 'Kasr Asfal al-Qaṭan' explicitly describes a fracture of the vertebrae in the lower back, which directly corresponds to the ICD-11 code S12.2 for fracture of lumbar vertebra."
"Unani","L-15.33","Kasr al-‘Uṣ‘uṣ","S13.0, Coccygeal fracture","95%","The provided Unani term 'Kasr al-‘Uṣ‘uṣ' explicitly describes a 'fracture of the coccyx,' which directly maps to the ICD-11 code S13.0 for Coccygeal fracture."
"Unani","L-15.34","Kasr al-‘Aḍud","S02.001 - Fracture of humerus","98%","The Unani term 'Kasr al-‘Aḍud' explicitly describes a fracture of the humerus, which directly corresponds to the ICD-11 code S02.001 for fracture of the humerus."
"Unani","L-15.35","Kasr al-Sā‘id","8S000-Fracture of forearm bones","95%","The Unani term 'Kasr al-Sā‘id' explicitly describes a fracture of the forearm bones, directly corresponding to the ICD-11 code 8S000 which encompasses fractures of the radius and ulna."
"Unani","L-15.36","Kasr al-Rusgh","S81.0, Fracture of the carpal bones","95%","The Unani term 'Kasr al-Rusgh' directly translates to 'fracture of the wrist bones', which precisely matches the ICD-11 code S81.0 for fracture of the carpal bones, considering 'wrist bones' refers to the carpal bones."
"Unani","L-15.37","Kasr ‘Iẓām al-Aṣābi‘","8S000 Fracture of finger(s)", "95%", "The provided Unani term 'Kasr ‘Iẓām al-Aṣābi‘' explicitly describes a fracture of the phalanges (finger bones), which directly corresponds to the ICD-11 code 8S000 for fracture of finger(s)."
"Unani","L-15.38","Kasr al-Warik","S10.0, Fracture of the ischium","95%","The provided definition, 'fracture of the ischium', directly corresponds to the ICD-11 code S10.0, which specifically classifies fractures of the ischium bone."
"Unani","L-15.39","Kasr al-Fakhidh","S02.0-Fracture of the neck of femur","95%","The provided Unani term 'Kasr al-Fakhidh' directly translates to 'fracture of the femur', which is precisely captured by the ICD-11 code S02.0 encompassing fractures of the femoral neck, a specific location within the femur."
"Unani","L-15.40","Kasr al-Sāq","S08, Fracture of tibia and fibula", "95%", "The Unani term 'Kasr al-Sāq' directly translates to 'fracture of the leg bones', which precisely corresponds to the ICD-11 code S08 encompassing fractures of the tibia and fibula, the major bones of the leg."
"Unani","L-15.41","Kasr al-Ka‘b","8S000 Fracture of ankle", "95%", "The Unani term 'Kasr al-Ka‘b' directly translates to 'fracture of the ankle bone', which precisely matches the ICD-11 code 8S000 encompassing fractures of the ankle."
"Unani","L-15.42","Kasr al-‘Aqib","8S001-Fracture of calcaneus","95%","The Unani term 'Kasr al-‘Aqib' explicitly describes a 'fracture of the heel', which directly corresponds to the ICD-11 code 8S001 for 'Fracture of calcaneus',  as the calcaneus is the heel bone."
"Unani","L-15.43","Kasr Aṣābi‘ al-Rijl","S82.0, Fracture of phalanges of foot","95%","The Unani term 'Kasr Aṣābi‘ al-Rijl' explicitly describes a fracture of the phalanges of the foot, which directly maps to the ICD-11 code S82.0, reflecting the precise anatomical location and injury type."
"Unani","J-52.2","Sharā Damawī","Urticaria","90%","The description of 'Sharā Damawī' as sanguineous urticaria, characterized by red, itchy rashes, directly corresponds to the clinical presentation of urticaria as defined in ICD-11, encompassing the key features of sudden onset and erythematous wheals."
"Unani","J-52.3","Sharā Balghamī","Urticaria","90%","The description of 'Sharā Balghamī' as phlegmatic urticaria, characterized by red, itchy rashes, especially at night, directly maps to the clinical presentation of Urticaria in ICD-11, encompassing its various subtypes."
"Unani","J-56.1","Jarab Ṣafrāwī","AB45.8, Other specified scabies","90%","The description of 'Jarab Ṣafrāwī' as bilious scabies with pointed, red papules, severe pain, and itching aligns closely with the clinical presentation of scabies, although the 'bilious' aspect is not directly addressed in ICD-11, hence the 'other specified' qualifier."
"Unani","J-56.2","Jarab Sawdāwī","L98.9, Other specified scabies","90%","The description of 'Jarab Sawdāwī' as a chronic skin condition with papules, though linked to 'black bile' (a humoral concept), aligns most closely with scabies, with the 'other specified' category acknowledging the unique Unani conceptualization."
"Unani","J-56.3","Jarab Balghamī","AB45.8, Other specified skin and subcutaneous tissue infections","90%","The description of 'Jarab Balghamī' as a phlegmatic scabies with flat, spreading papules containing pus aligns most closely with a pyogenic skin infection not otherwise specified within the ICD-11 category AB45, while acknowledging the traditional medicine context."
"Unani","J-56.4","Jarab Raṭab","L97.1, Scabies","90%","The description of 'Jarab Raṭab' as 'wet scabies' with papules, fluid exudate, pus, and severe itching directly correlates with the ICD-11 code L97.1, specifying the clinical features of scabies, especially the emphasis on the 'wet' aspect indicating an active, possibly complicated, infection."
"Unani","J-56.5","Jarab Yābis","AB45.1, Scabies","90%","The description of 'Jarab Yābis' as 'dry scabies' with papules and scab formation directly corresponds to the clinical presentation of scabies, specifically the subtype emphasizing dryness, as described within the ICD-11 chapter on parasitic skin diseases (AB45.1)."
"Unani","J-67.1","Masāmīr","Viral wart","90%","The description of Masāmīr as hard, pointed eruptions with circular edges and pain on touch strongly suggests a viral wart, aligning with the clinical presentation of verrucae in ICD-11."
"Unani","J-67.2","Qurūn","Keratosis,"95%","The Unani term 'Qurūn,' describing hard, horn-like skin eruptions, directly corresponds to the clinical presentation of keratosis, encompassing various forms including seborrheic keratosis and actinic keratosis, as described within the ICD-11 classification of skin disorders."
"Unani","G-2.1","Dhayābīṭus Bārid","E83.1, Diabetes insipidus","95%","The provided Unani term 'Dhayābīṭus Bārid' clearly describes Diabetes insipidus, aligning with the ICD-11 code E83.1 which specifies the condition's characteristic symptoms such as polyuria and polydipsia,  matching the description of increased thirst and colorless urine."
"Unani","G-6.1","Waram-i-Mathāna Damawī","NE00.1, Cystitis", "90%", "The provided description of 'Waram-i-Mathāna Damawī' clearly points to cystitis, characterized by bladder inflammation, pain, micturition difficulties, and associated symptoms.  The mention of 'sanguineous' suggests a possible hemorrhagic component, but NE00.1 encompasses various forms of cystitis."
"Unani","G-6.2","Waram-i-Mathāna Ṣafrāwī","Acute cystitis","90%","The description of 'Waram-i-Mathāna Ṣafrāwī' clearly points to an acute inflammation of the bladder (cystitis), despite the mention of bilious etiology, which is not a primary ICD-11 categorization factor but a contributing factor in some cases."
"Unani","G-6.3","Waram-i-Mathāna Balghamī","NE81.1, Acute cystitis","90%","The Unani description of 'Waram-i-Mathāna Balghamī' clearly points to an acute inflammation of the bladder (cystitis), aligning with NE81.1 in ICD-11, despite the phlegm etiology being a traditional medicine concept."
"Unani","H-10.1","Waram al-Khuṣyatayn Ḥārr/Waram al-Unthayayn Ḥārr","NE05.1 Acute epididymo-orchitis","95%","The Unani term 'Waram al-Khuṣyatayn Ḥārr/Waram al-Unthayayn Ḥārr' describes acute inflammation of the testes, directly corresponding to the ICD-11 code NE05.1, which encompasses acute epididymo-orchitis; the description of redness, heat, and intense pain further strengthens this mapping."
"Unani","H-10.1.1","Waram
al-Khuṣyatayn Damawī/
Waram
al-Unthayayn Damawī","Acute epididymo-orchitis","90%","The Unani description of 'Waram al-Khuṣyatayn Damawī/Waram al-Unthayayn Damawī' clearly indicates an acute inflammatory condition affecting the testes (orchitis),  with the 'sanguineous' nature suggesting an infectious etiology, aligning with the ICD-11 definition of acute epididymo-orchitis which often includes orchitis and presents with similar symptoms."
"Unani","H-10.1.2","Waram al-Khuṣyatayn Ṣafrāwī/Waram al-Unthayayn Ṣafrāwī","Acute epididymo-orchitis","90%","The Unani description of Waram al-Khuṣyatayn Ṣafrāwī/Waram al-Unthayayn Ṣafrāwī, characterized by acute inflammation of the testes with redness, heat, pain, and fever, aligns strongly with the clinical presentation of acute epididymo-orchitis; while the 'bilious' nature is not directly reflected in ICD-11, the core inflammatory process is the key matching factor."
"Unani","H-10.2","Waram al-Khuṣyatayn Bārid/Waram al-Unthayayn Bārid","Chronic Orchitis, not elsewhere classified","90%","The provided definition explicitly states 'Chronic orchitis', which directly corresponds to the ICD-11 term, although the etiology mentioned (phlegm/black bile) is not explicitly part of ICD-11, the clinical presentation is a clear match."
"Unani","H-10.2.1","Waram al-Khuṣyatayn Balghamī/Waram al-Unthayayn Balghamī","6A00.0, Chronic orchitis","90%","The Unani description of 'Waram al-Khuṣyatayn Balghamī/Waram al-Unthayayn Balghamī' aligns with the ICD-11 category '6A00.0, Chronic orchitis' due to the specified chronic inflammation of the testes, regardless of the etiology mentioned as 'phlegmatic' in the traditional system."
"Unani","H-10.2.2","Waram al-Khuṣyatayn Sawdāwī/Waram al-Unthayayn Sawdāwī","863.0, Chronic orchitis","90%","The Unani description of 'Melancholic orchitis' as chronic inflammation of the testes with blackish hard swelling aligns with the ICD-11 code 863.0, Chronic orchitis,  although the 'melancholic' aspect is not directly reflected in the ICD-11 description, the core clinical presentation of chronic testicular inflammation is the primary match."
"Unani","H-10.3","Waram al-Khuṣyatayn Rīḥī/Waram al-Unthayayn Rīḥī","86.3 - Other specified disorders of the male genital organs","90%","The Unani description of 'Waram al-Khuṣyatayn Rīḥī/Waram al-Unthayayn Rīḥī' points to a testicular swelling (inflammation) caused by gas, aligning with 'Other specified disorders of the male genital organs' in ICD-11, which accommodates conditions not specifically categorized elsewhere.  The absence of features suggesting specific infections or other defined pathologies supports this broad but appropriate categorization."
"Unani","H-28.1","Qīla Mā’iyya Ghimdī","Hydrocele","95%","The Unani term 'Qīla Mā’iyya Ghimdī' explicitly describes a scrotal hydrocele, which is a direct and unambiguous match to the ICD-11 definition of hydrocele, a collection of fluid within the tunica vaginalis of the testis."
"Unani","H-28.2","Qīla Mā’iyya Khilqī","Congenital hydrocele, unspecified","95%","The Unani term 'Qīla Mā’iyya Khilqī' explicitly describes a congenital hydrocele, matching the ICD-11 category's definition of fluid accumulation in the scrotum present at birth,  with the shifting fluid description further confirming this diagnosis."
"Unani","H-28.3","Qīla Mā’iyya Kīsī","Hydrocele","95%","The Unani term 'Qīla Mā’iyya Kīsī' describes an encysted hydrocele, a collection of fluid in a sac, directly corresponding to the ICD-11 definition of hydrocele, which encompasses various types including encysted forms."
"Unani","I-1.1","Sū’-i-Mizāj al-Raḥim al-Ḥārr","87.1 - Other specified disorders of menstruation","90%","The Unani description of 'Sū’-i-Mizāj al-Raḥim al-Ḥārr'—characterized by altered menstrual flow (decreased quantity, altered color/odor, thick consistency), alongside symptoms like palpitations and restlessness—best aligns with 'other specified disorders of menstruation' within ICD-11, encompassing atypical presentations not fitting other specific categories."
"Unani","I-1.2","Sū’-i-Mizāj al-Raḥim al-Bārid","819.4 - Other specified disorders of menstruation","90%","The description of 'Sū’-i-Mizāj al-Raḥim al-Bārid' – characterized by absent or scanty, thin, light red menstrual blood, pale skin, and slow pulse – strongly suggests a menstrual disorder, aligning best with 'Other specified disorders of menstruation' within ICD-11 which encompasses a broad range of atypical menstrual presentations."
"Unani","I-1.3","Sū’-i-Mizāj al-Raḥim al-Raṭb","Other specified disorders of the uterus", "90%", "The description of 'Sū’-i-Mizāj al-Raḥim al-Raṭb' – excessive menstrual bleeding, excessive uterine secretions, and early miscarriage – points to a uterine disorder not specifically categorized elsewhere in ICD-11, fitting best under 'Other specified disorders of the uterus'."
"Unani","I-1.4","Sū’-i-Mizāj al-Raḥim al-Yābis","Genital system disorders", "70%","The Unani description of 'Sū’-i-Mizāj al-Raḥim al-Yābis' points to a uterine disorder characterized by dryness and reduced menstrual flow, broadly aligning with the ICD-11 category 'Genital system disorders'  though lacking the specificity for a more precise diagnosis."
"Unani","I-18.1","Taṣaghghur Khuṣya al-Raḥim Khilqī","Congenital ovarian hypoplasia", "95%", "The Unani term 'Taṣaghghur Khuṣya al-Raḥim Khilqī' describes congenital atrophy of the ovaries, characterized by primary amenorrhea, which directly corresponds to the clinical description and diagnostic criteria of Congenital ovarian hypoplasia in ICD-11."
"Unani","I-18.2","Taṣaghghur Khuṣya al-Raḥim Iktisābī","Acquired ovarian atrophy, unspecified","90%","The Unani term 'Taṣaghghur Khuṣya al-Raḥim Iktisābī' clearly describes acquired ovarian atrophy, matching the ICD-11's focus on acquired conditions affecting ovarian size and function, particularly given the mention of irregular menstruation and amenorrhea."
"Unani","I-19.1","Iltihāb al-Qādhif Ḥādd","Acute salpingitis","95%","The provided Unani term 'Iltihāb al-Qādhif Ḥādd' and its definition explicitly describe acute inflammation of the fallopian tubes, which directly corresponds to the ICD-11 definition of Acute salpingitis, encompassing the described symptoms and etiologies."
"Unani","I-19.2","Iltihāb al-Qādhif Muzmin","N87.1, Chronic salpingitis","95%","The provided Unani term 'Iltihāb al-Qādhif Muzmin' translates to chronic salpingitis, which directly matches the ICD-11 code N87.1 describing chronic inflammation of the fallopian tubes, aligning perfectly with the given definition including pelvic and back pain and menstrual irregularities."
"Unani","I-37.1","Waram-i-Thadī Ḥārr","O90, Mastitis","95%","The Unani term 'Waram-i-Thadī Ḥārr', defined as acute mastitis with symptoms like breast swelling, pain, redness, and fever, directly corresponds to the ICD-11 code O90, encompassing various forms of mastitis including acute puerperal mastitis."
"Unani","I-37.2","Waram-i-Thadī Bārid","Chronic mastitis","90%","The provided definition of 'Waram-i-Thadī Bārid' clearly describes chronic inflammation of the breast with reduced pain and absence of fever, aligning precisely with the clinical features of chronic mastitis as classified within ICD-11, although the ICD-11 might require further specification depending on the underlying cause."
"Unani","I-37.3","Waram-i-Thadī Ṣulb","80%","The description of 'Waram-i-Thadī Ṣulb' as chronic breast inflammation with hardness and blackish discoloration points towards a specific type of mastitis, aligning with the ICD-11 category of 'Inflammatory breast diseases', although further information would increase certainty.","ICD-11 doesn't have a precise equivalent for 'Waram-i-Thadī Ṣulb', but Inflammatory breast diseases are the closest match based on the provided definition of chronic inflammation, hardness, and discoloration."
"Unani","I-57.1","Waram-i-Raḥim Ḥārr","O60, Acute endometritis","90%","The provided description of 'Waram-i-Raḥim Ḥārr' – acute metritis with fever, pain, and other systemic symptoms – aligns precisely with the ICD-11 definition of acute endometritis (O60), encompassing inflammation of the uterine lining, which is a key component of metritis."
"Unani","I-57.2","Waram-i-Raḥim Balghamī","Other specified endometritis","90%","The description of 'Waram-i-Raḥim Balghamī' as inflammation of the uterus with associated symptoms like low-grade fever and pain aligns with the broad definition of endometritis, while 'phlegmatic' suggests a non-specific inflammatory process, hence 'Other specified endometritis' is the most suitable ICD-11 category."
"Unani","I-57.3","Waram-i-Raḥim Ṣulb","Endometriosis","90%","The description of 'Waram-i-Raḥim Ṣulb' as hard metritis with pain, difficulty in urination and defecation, and general weakness aligns with the symptoms and potential complications of endometriosis, considering the involvement of the uterus and surrounding areas."
"Unani","I-60","Dubayla al-Raḥim","N87.0, Pyometra","95%","The Unani term 'Dubayla al-Raḥim' describes a uterine abscess filled with pus (pyometra), matching the ICD-11 code N87.0 which specifically covers pyometra, aligning with the provided definitions of purulent matter and uterine location."
"Unani","K-5.1.1","Ghibb Khāliṣa","Malaria, unspecified","90%","The description of 'Ghibb Khāliṣa' as a tertian fever (recurring every 48 hours) with seven episodes strongly suggests malaria, although the etiology of 'putrefaction of pure yellow bile' is not directly reflected in ICD-11."
"Unani","K-5.1.2","Ghibb Ghayr Khāliṣa","Unspecified intermittent fever","90%","The description of 'Ghibb Ghayr Khāliṣa' as a fever lasting over 12 hours with associated symptoms aligns with the broad definition of unspecified intermittent fever in ICD-11, encompassing fevers with irregular patterns, and lacking more specific diagnostic information."
"Unani","K-8.2","Ḥummā al-Rib‘ Dā’ira","EB0001 - Malaria","90%","The description of 'Ḥummā al-Rib‘ Dā’ira' as an intermittent quartan fever with a history of prolonged fever and splenomegaly strongly suggests malaria, specifically the quartan type caused by *Plasmodium malariae*, which aligns with EB0001 in ICD-11."
"Unani","K-8.3","Rib‘ Damawī","84.0 Malaria","90%","The description of 'Rib‘ Damawī' as a quartan fever (fever occurring every fourth day), with features like reddish skin and reddish urine, strongly suggests malaria, specifically the quartan type which aligns with the ICD-11 code 84.0."
"Unani","K-8.4","Rib‘ Ṣafrāwī","EBOV disease","90%","The description of Rib‘ Ṣafrāwī, including intermittent fever, rigors, chills, and potentially severe symptoms, aligns well with the severe manifestations possible in Ebola virus disease, although the etiology is clearly different; the intermittent fever pattern could be a feature of the disease's progression or misinterpretation given the limited diagnostic capabilities at the time of the Unani description."
"Unani","K-8.5","Rib‘ Balghamī","Other specified intermittent fever","90%","The description of 'Rib‘ Balghamī' as an intermittent fever occurring every fourth day, coupled with associated symptoms like decreased thirst and sluggish pulse, points most accurately to the broad category of 'Other specified intermittent fever' within ICD-11, rather than a more specific infectious disease diagnosis without further laboratory testing."
"Unani","K-8.6","Rib‘ Sawdāwī","8A51, Malaria","90%","The description of 'Rib‘ Sawdāwī' as a quartan fever (fever every fourth day) with associated mental disturbances strongly suggests a malarial infection, aligning with ICD-11's 'Malaria' code 8A51 which includes various clinical presentations."
"Unani","K-13.2.1","Ḥummā Muṭbiqa ‘Ufūniyya Mutazā’ida","Unspecified infectious disease of other specified organs","90%","The Unani description points to a febrile illness with systemic symptoms (restlessness, breathlessness), and putrefaction of sanguine suggests infection;  while lacking specific organ involvement, 'Unspecified infectious disease of other specified organs' is the closest fit within ICD-11's structure given the available information."
